,keyword,Score,POS,query,time
280,stylitics,0.168,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
281,stylitics platform,0.109,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
282,rich,0.109,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
283,client,0.075,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
284,platform,0.073,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
285,initiatives,0.071,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
286,execution,0.069,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
287,workplace makes,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
288,vp responsibilities,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
289,vp,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
290,experience digital,0.126,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
291,educational technology,0.126,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
292,departments,0.126,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
293,technology industry,0.121,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
294,digital,0.117,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
295,educational,0.116,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
296,digital management,0.106,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
297,user,0.099,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
298,user stories,0.095,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
299,user experience,0.091,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
300,fujifilm,0.132,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
301,photo,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
302,3pg,0.108,,Technology Product Manager,2020-02-09 17:58:39.081979
303,payment,0.101,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
304,sap,0.081,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
305,master,0.078,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
306,agencies,0.078,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
307,vendors customers,0.066,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
308,systems engineering,0.066,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
309,submitted,0.066,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
310,experience digital,0.126,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
311,educational technology,0.126,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
312,departments,0.126,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
313,technology industry,0.121,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
314,digital,0.117,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
315,educational,0.116,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
316,digital management,0.106,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
317,user,0.099,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
318,user stories,0.095,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
319,user experience,0.091,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
320,modern,0.079,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
321,defining,0.076,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
322,similar,0.07,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
323,digital,0.07,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
324,media,0.066,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
325,demonstrated,0.066,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
326,content,0.065,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
327,seo,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
328,readers,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
329,insight,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
330,demonstration,0.126,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
331,professional development,0.12,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
332,operations coordinate,0.102,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
333,follow activities,0.102,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
334,coordinate follow,0.102,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
335,school,0.097,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
336,road,0.097,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
337,follow,0.097,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
338,responsible,0.095,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
339,daily,0.093,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
340,fueled,0.183,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
341,options,0.136,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
342,transit costs,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
343,transit,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
344,team meetups,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
345,team meals,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
346,tax benefit,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
347,tax,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
348,start date,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
349,spending account,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
350,noodle partners,0.124,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
351,noodle,0.124,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
352,implementation experience,0.124,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
353,dealing,0.124,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
354,constituents,0.124,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
355,scrum,0.078,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
356,youve needs,0.073,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
357,youve,0.073,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
358,wide array,0.073,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
359,uncertainty poise,0.073,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
360,xandr,0.124,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
361,identify market,0.088,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
362,environment experience,0.082,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
363,commercial,0.082,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
364,organizations,0.078,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
365,changing,0.078,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
366,roll,0.074,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
367,expertise,0.074,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
368,engineering teams,0.074,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
369,advertising,0.072,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
370,process improvements,0.093,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
371,crm,0.083,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
372,disney,0.082,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
373,relationship,0.079,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
374,salesforce,0.071,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
375,subject matter,0.067,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
376,subject,0.067,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
377,relationship management,0.067,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
378,matter,0.067,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
379,variety organizational,0.066,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
380,front,0.105,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
381,payability,0.099,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
382,front products,0.098,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
383,internal stakeholders,0.09,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
384,top,0.074,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
385,plus experience,0.074,,Technology Product Manager,2020-02-09 17:58:39.081979
386,changes front,0.07,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
387,day,0.065,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
388,requests,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
389,typical day,0.064,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
390,initiatives,0.11,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
391,performance,0.107,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
392,whip media,0.1,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
393,whip,0.1,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
394,way need,0.1,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
395,variety sources,0.1,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
396,timeline monitor,0.1,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
397,teams personal,0.1,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
398,strong organization,0.1,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
399,strategic connections,0.1,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
400,commerce,0.139,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
401,strategies,0.095,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
402,diverse,0.075,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
403,york recently,0.072,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
404,willingness team,0.072,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
405,way maximizes,0.072,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
406,value market,0.072,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
407,unfamiliar methods,0.072,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
408,unfamiliar,0.072,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
409,true international,0.072,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
410,mongodb,0.184,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
411,languages,0.11,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
412,writing style,0.087,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
413,veteran sexual,0.087,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
414,users deep,0.087,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
415,understanding mobile,0.087,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
416,type regard,0.087,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
417,tools intuitive,0.087,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
418,style ability,0.087,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
419,speaking blogging,0.087,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
420,thomas,0.176,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
421,supplier,0.112,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
422,industrial,0.112,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
423,marketing,0.091,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
424,supplier products,0.09,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
425,network,0.087,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
426,areas,0.074,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
427,day,0.07,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
428,training,0.067,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
429,services,0.065,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
430,fujifilm,0.132,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
431,photo,0.108,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
432,3pg,0.108,,Technology Product Manager,2020-02-09 17:58:39.081979
433,payment,0.101,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
434,sap,0.081,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
435,master,0.078,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
436,agencies,0.078,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
437,vendors customers,0.066,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
438,systems engineering,0.066,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
439,submitted,0.066,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
440,modern,0.079,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
441,defining,0.076,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
442,similar,0.07,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
443,digital,0.07,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
444,media,0.066,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
445,demonstrated,0.066,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
446,content,0.065,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
447,seo,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
448,readers,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
449,insight,0.064,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
450,thomas,0.176,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
451,supplier,0.112,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
452,industrial,0.112,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
453,marketing,0.091,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
454,supplier products,0.09,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
455,network,0.087,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
456,areas,0.074,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
457,day,0.07,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
458,training,0.067,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
459,services,0.065,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
460,theorem,0.151,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
461,unlawful,0.098,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
462,operate,0.098,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
463,complexity,0.098,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
464,ve,0.09,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
465,physical,0.084,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
466,individual,0.084,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
467,discrimination,0.084,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
468,decisions,0.084,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
469,harassment,0.08,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
470,methodologies,0.118,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
471,communicate,0.111,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
472,user personas,0.107,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
473,ui user,0.107,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
474,testing analytics,0.107,Verb,Technology Product Manager,2020-02-09 17:58:39.081979
475,success communicate,0.107,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
476,studies competitive,0.107,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
477,stories closely,0.107,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
478,stakeholders requirements,0.107,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
479,specs ux,0.107,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
480,jdrf,0.183,Noun,Technology Product Manager,2020-02-09 17:58:39.081979
481,additional,0.123,Adjective,Technology Product Manager,2020-02-09 17:58:39.081979
